name,image_path,dob,photo_taken,gender,face_score,second_face_score
Austin Dillon,76/22583176_1990-04-27_2015.jpg,726950,2015,1.0,3.5150327878243446,
Hamza Hamzaoğlu,60/2258460_1970-01-15_2015.jpg,719543,2015,1.0,2.354523251319833,
Dorothy Lamour,60/225860_1914-12-10_1940.jpg,699418,1940,0.0,4.817832901973223,
Shraddha Nigam,17/22586617_1979-10-01_2012.jpg,723089,2012,0.0,3.0208818529474213,
Sam Wanamaker,66/225866_1919-06-14_1961.jpg,701065,1961,1.0,4.8025530668659115,
Piotr Trochowski,24/2258724_1984-03-22_2009.jpg,724723,2009,1.0,4.297368514724626,
Jirawat Makarom,67/22589967_1986-02-07_2013.jpg,725410,2013,1.0,4.346385155660575,3.1673001886334173
Charles Grodin,03/225903_1935-04-21_2007.jpg,706855,2007,1.0,2.1295296031436077,
Louis Faurer,62/22590462_1916-08-28_1971.jpg,700045,1971,1.0,2.468726894928761,
Kimberly Yokers,54/22591654_1982-05-24_2010.jpg,724055,2010,0.0,1.9078683617282899,
Todd Brunson,70/2259170_1969-08-07_2006.jpg,719382,2006,1.0,4.019137676100799,
Mel Judah,12/2259212_1947-10-08_2006.jpg,711408,2006,1.0,5.223348644722184,
Barbi Benton,45/2259245_1950-01-28_1977.jpg,712251,1977,0.0,3.656753407625439,
Gary Doherty,60/2259260_1980-01-31_2008.jpg,723211,2008,1.0,1.9804367763692927,
J. Alexander,50/2259450_1958-04-12_2014.jpg,715247,2014,1.0,3.9287765612913628,
Susie Essman,99/2259599_1955-05-31_2009.jpg,714200,2009,0.0,4.5197909245358385,
Thomas Piketty,11/22598811_1971-05-07_2015.jpg,720020,2015,1.0,5.51707791671109,
Tai Tzu-ying,91/32500691_1994-06-20_2013.jpg,728465,2013,0.0,3.9487750963184025,
A-Lin,79/32501079_1983-09-20_2011.jpg,724539,2011,0.0,4.157197695895101,
Albert Ferrer,76/3250276_1970-06-06_2008.jpg,719685,2008,1.0,1.9483164855103279,
Kapten Röd,82/32504182_1983-07-07_2012.jpg,724464,2012,1.0,0.80538079175666,
Mike Hoban,00/32504400_1952-01-19_1974.jpg,712972,1974,1.0,2.4653353622941188,
Melinda Wang,34/32504534_1990-12-18_2011.jpg,727185,2011,0.0,1.1398607794193658,
J Balvin,96/32506596_1985-05-07_2015.jpg,725134,2015,1.0,2.015501857401585,
Cyril Cusack,78/325078_1910-11-26_1966.jpg,697943,1966,1.0,2.15676197049895,
Cody Zeller,74/32511174_1992-10-05_2015.jpg,727842,2015,1.0,3.345628822846012,
Willie Smith,92/32511292_1937-11-01_1958.jpg,707780,1958,1.0,3.005112286000665,
Mocky,30/3251830_1974-10-07_2006.jpg,721269,2006,1.0,2.346163022367456,
Rhys Bennett,21/32518421_1991-09-01_2015.jpg,727442,2015,1.0,4.168359009523025,
Yane Marques,26/32518426_1984-01-07_2007.jpg,724648,2007,0.0,4.340089091161865,3.9076932003160696
Babette Rosmond,10/32518510_1917-11-04_1964.jpg,700478,1964,0.0,4.49009258613664,
Jamie Foxx,91/325191_1967-12-13_2013.jpg,718779,2013,1.0,4.194834664844108,
Lisa Vitting,21/32520221_1991-07-09_2012.jpg,727388,2012,0.0,2.6253504852880556,
Daniela Schreiber,98/32520398_1989-06-26_2012.jpg,726645,2012,0.0,2.3722137357047686,
Teliana Pereira,54/32520554_1988-07-20_2013.jpg,726304,2013,0.0,4.20287141098619,0.98803276218386
Maciej Paterski,00/32521500_1986-09-12_2015.jpg,725627,2015,1.0,5.646578962445978,2.6582310015135526
Geoff Brown,17/32523417_1958-08-01_2013.jpg,715358,2013,1.0,4.502755141610695,3.215796822499063
Mike Keller,20/32523620_1949-12-13_1972.jpg,712205,1972,1.0,3.661220170234622,
Herbert York,38/325238_1921-11-24_1957.jpg,701959,1957,1.0,4.667890294307331,
M. Laurance Morse,90/32524890_1921-02-23_1953.jpg,701685,1953,1.0,1.3813898706899281,0.8442544598212256
John Hodgman,94/3252494_1971-06-03_2008.jpg,720047,2008,1.0,3.0340353959488127,
DeStorm Power,10/32525210_1982-01-30_2012.jpg,723941,2012,1.0,1.6795069814788097,
Vince Sorrenti,75/3252575_1961-03-21_2012.jpg,716321,2012,1.0,4.861136126928775,
Ana Paula Rodrigues,59/32526059_1987-10-18_2014.jpg,726028,2014,0.0,1.5335303181649618,
Marleen Gorris,93/3252693_1948-12-09_1982.jpg,711836,1982,0.0,5.168909316786079,
Peter Vollmann,24/32527024_1957-12-22_2011.jpg,715136,2011,1.0,4.441802942255222,
Colin Egglesfield,39/3252839_1973-02-09_2009.jpg,720664,2009,1.0,4.3834862085802095,3.724850278343684
Trần Hanh,28/32528528_1932-11-29_1998.jpg,705982,1998,1.0,2.4295431870665283,
Dana Tai Soon Burgess,31/32529131_1968-02-26_2011.jpg,718854,2011,1.0,2.919925587838727,
Ruby Hunter,39/3252939_1955-10-31_2009.jpg,714353,2009,0.0,1.1652100301839472,
Amela Terzić,58/32529958_1993-01-02_2015.jpg,727931,2015,0.0,2.1860945109762073,
Cho Hee-jae,65/32531165_1965-10-22_2014.jpg,717997,2014,1.0,3.8326761883234033,
Mattia Perin,65/32531665_1992-11-10_2010.jpg,727878,2010,1.0,2.975135571576888,
Chloë Grace Moretz,11/3253211_1997-02-10_2014.jpg,729431,2014,0.0,5.325570720362793,
Madison de Rozario,78/32532378_1993-11-24_2012.jpg,728257,2012,0.0,4.9478732625939,
Alameda Ta'amu,69/32532469_1990-08-23_2014.jpg,727068,2014,1.0,1.565753970067656,
Sage Stallone,92/3253292_1976-05-05_2003.jpg,721845,2003,1.0,5.1397962842627996,
Glen Rice,32/325332_1967-05-28_2010.jpg,718580,2010,1.0,3.5878785526812766,
Shaky Smithson,65/32535365_1987-08-23_2011.jpg,725972,2011,1.0,2.1834757810956957,1.1318320889527762
Michel Demazure,95/32535595_1937-03-02_2007.jpg,707536,2007,1.0,3.058012857152606,1.5821106905456221
Mike Cahill,31/32536531_1979-07-05_2014.jpg,723001,2014,1.0,3.6763774497162784,
Pieter Weening,29/3253729_1981-04-05_2013.jpg,723641,2013,1.0,1.838478438425994,0.8338746395639466
Giulia Gatto-Monticone,41/32537741_1987-11-18_2011.jpg,726059,2011,0.0,3.1099069089431732,
Andrey Borodin,33/32538333_1967-05-24_2011.jpg,718576,2011,1.0,4.621236726568419,
Mike Jackson,93/325393_1944-03-21_2009.jpg,710112,2009,1.0,2.764816836019447,
Jérémy Stravius,70/32542570_1988-07-14_2011.jpg,726298,2011,1.0,2.7852762065145087,
Mihail Dudaš,23/32543023_1989-11-01_2013.jpg,726773,2013,1.0,2.9672519679743803,
Elena Pautova,97/32543197_1986-01-22_2013.jpg,725394,2013,0.0,2.0615560721455592,
Fahad Al Shammari,55/32543655_1982-07-23_2012.jpg,724115,2012,1.0,3.164694555305971,0.881261996620086
Hussain Ali Shehab,53/32543853_1985-01-01_2011.jpg,725008,2011,1.0,2.066582933662231,
Harry Kewell,56/325456_1978-09-22_2008.jpg,722715,2008,1.0,3.339009918924924,
Randy Quaid,60/325460_1950-10-01_2008.jpg,712497,2008,1.0,0.8776279466734286,
Jerry Meals,57/32548057_1961-10-20_2011.jpg,716534,2011,1.0,1.661648680247408,
Daphni Leef,58/32550458_1986-01-07_2012.jpg,725379,2012,0.0,3.5145912256108156,0.7317082575744435
Tóc Tiên,47/32552447_1989-05-13_2011.jpg,726601,2011,0.0,3.218767556628847,
Emre Can,65/32555065_1994-01-12_2014.jpg,728306,2014,1.0,0.8501635178550522,
Jeron Johnson,72/32555372_1988-06-12_2014.jpg,726266,2014,1.0,2.3781168423543684,
Brian Kokoska,98/32555798_1988-11-08_2014.jpg,726415,2014,1.0,3.5093351730311397,
Amanda Fraser,91/32557091_1981-11-10_2000.jpg,723860,2000,0.0,4.918760815349887,
Gregory Iron,02/32557802_1986-10-12_2012.jpg,725657,2012,1.0,1.845505273611999,
María Isabel,06/3255806_1995-01-04_2007.jpg,728663,2007,0.0,3.5035776186716574,
William Meynard,69/32560269_1987-07-11_2012.jpg,725929,2012,1.0,3.997184530328032,
Mary Jo Kopechne,10/325610_1940-07-26_1962.jpg,708778,1962,0.0,4.888622450687878,
Kari Byron,10/3256110_1974-12-18_2010.jpg,721341,2010,0.0,3.1730706540893805,
Bestia 666,13/32562213_1989-05-14_2013.jpg,726602,2013,1.0,1.6451003965627073,
Amir Taaki,07/32563307_1988-02-06_2012.jpg,726139,2012,1.0,1.9517059402356207,
Alexey Ashapatov,88/32564988_1973-10-30_2012.jpg,720927,2012,1.0,2.617927959879492,
Jaka Blažič,01/32565701_1990-06-30_2014.jpg,727014,2014,1.0,3.009140229548584,
Tim DeChristopher,78/32565778_1981-11-18_2011.jpg,723868,2011,1.0,3.2035747975673674,
Steve Lieberman,16/32566016_1958-06-21_2009.jpg,715317,2009,1.0,1.6176379079154115,
Bruno Pizzul,08/32566108_1938-03-08_1958.jpg,707907,1958,1.0,5.287773889700162,
Petr Malý,58/32568058_1984-06-01_2013.jpg,724794,2013,1.0,3.6935890328843004,
Tatyana Lolova,36/32570536_1934-02-10_2010.jpg,706420,2010,0.0,3.367227799436452,
Euros Childs,49/3257349_1975-04-16_2008.jpg,721460,2008,1.0,0.8998350239796687,
Ola Kajbjer,85/32573785_1969-03-28_2013.jpg,719250,2013,1.0,4.722826351601338,
Jamar Newsome,17/32577717_1987-11-05_2012.jpg,726046,2012,1.0,1.2807904436029862,
Kim Soo-hyun,29/32577829_1988-02-16_2014.jpg,726149,2014,1.0,5.148032692541283,
Unknown,51/32579851_1974-04-09_2005.jpg,721088,2005,,4.5846401127033,
Pavel Medynský,48/32580348_1964-10-28_2013.jpg,717638,2013,1.0,4.289441037895596,
Jan Laštůvka,00/3258100_1982-07-07_2011.jpg,724099,2011,1.0,3.4841125032868434,
Kliff Kingsbury,93/3258193_1979-08-09_2013.jpg,723036,2013,1.0,4.80449511429439,
Annette Klug,10/32582210_1969-01-24_1988.jpg,719187,1988,0.0,1.7304838807803749,
Lawrence Okoye,68/32582968_1991-10-06_2012.jpg,727477,2012,1.0,1.1439329238795704,
Monica Swinn,88/32584388_1948-09-19_2013.jpg,711755,2013,0.0,2.8928343845042583,
Johanna Beisteiner,32/32584632_1976-02-20_2009.jpg,721770,2009,0.0,4.243486327209423,
Krzysztof Brzozowski,73/32585673_1993-07-15_2015.jpg,728125,2015,1.0,2.7629786458866525,
Daniele Secci,50/32585750_1992-03-09_2011.jpg,727632,2011,1.0,2.8375653874831945,
Kyary Pamyu Pamyu,79/32586579_1993-01-29_2012.jpg,727958,2012,0.0,1.4691930480698288,
List of Penthouse Pets,52/32589952_1984-07-02_2007.jpg,724825,2007,,4.458035619731892,
Nobuo Sekine,17/32590217_1942-09-19_2014.jpg,709563,2014,1.0,2.7518467927198724,
Angela Gheorghiu,03/325903_1965-09-07_2012.jpg,717952,2012,0.0,2.1989816535405957,
Michael Rawlins,50/32591050_1941-03-28_2010.jpg,709023,2010,1.0,4.06728847495213,1.1609089681230882
Jeanne Calment,18/325918_1875-02-21_1996.jpg,684882,1996,0.0,2.3366295610889307,
Joy Bright Hancock,64/3259264_1898-05-04_1943.jpg,693355,1943,0.0,5.716234843757224,
Bruno Gabriel Soares,15/32592815_1988-08-21_2014.jpg,726336,2014,1.0,4.614740731645026,
Eve McVeagh,27/32596827_1919-07-15_1945.jpg,701096,1945,0.0,2.5550259422453205,
Karolyn Grimes,91/3259791_1940-07-04_1946.jpg,708756,1946,0.0,3.0879491453738472,
Gottfried John,82/3259982_1942-08-29_2012.jpg,709542,2012,1.0,4.20416924808094,
Stuart McCall,02/4250002_1964-06-10_2007.jpg,717498,2007,1.0,2.3301792606699108,
Akira Takarada,97/4250197_1934-04-29_1954.jpg,706498,1954,1.0,4.798452019507781,
Chad Brown,20/4250220_1961-08-13_2010.jpg,716466,2010,1.0,2.8325009716870686,0.8802733210884938
Pål Hausken,57/42502257_1980-08-25_2010.jpg,723418,2010,1.0,5.691743357203192,
Simone Singh,65/4250465_1974-11-10_2013.jpg,721303,2013,0.0,3.9592131631481804,
Roger Arntzen,94/42505394_1976-06-03_2010.jpg,721874,2010,1.0,6.178321884267,
Jarekus Singleton,90/42508090_1984-07-11_2014.jpg,724834,2014,1.0,3.6277976242980294,
Taylor Negron,60/4251160_1957-08-01_2005.jpg,714993,2005,1.0,3.34321169646541,
Aymoré Moreira,04/4251304_1912-04-24_1963.jpg,698458,1963,1.0,2.9533841146426827,
Gennady Korotkevich,62/42513162_1994-09-25_2011.jpg,728562,2011,1.0,3.6737221268044453,
Adele Neuhauser,94/42515594_1959-01-17_2010.jpg,715527,2010,0.0,5.095658580359625,
Sam Ruddock,89/42517189_1990-02-19_2014.jpg,726883,2014,1.0,2.3250045403878663,
A.J. Applegate,51/42517551_1989-09-23_2015.jpg,726734,2015,0.0,5.519023593246172,
Emanuel Ayvas,25/42518525_1983-06-19_2013.jpg,724446,2013,1.0,0.9545135917338776,
Allison Tolman,24/42519224_1981-11-18_2014.jpg,723868,2014,0.0,3.460960272229286,
Christiaan van Velzen,54/42519254_1932-01-16_1980.jpg,705664,1980,1.0,4.26422501567828,
John Pierik,34/42519434_1949-08-09_1980.jpg,712079,1980,1.0,5.662537509070099,
Stefanie Dolson,08/42520108_1992-01-08_2014.jpg,727571,2014,0.0,2.4851065623052815,
Benjamin de Roo,70/42520670_1940-02-11_1960.jpg,708612,1960,1.0,2.0256782547202423,1.796475381572627
Jan van der Horst,02/42521102_1942-12-15_1968.jpg,709650,1968,1.0,3.8949200922627822,
Anika Noni Rose,00/4252600_1972-09-06_2010.jpg,720508,2010,0.0,3.9534894706995027,
Adrianne Wadewitz,10/42527910_1977-01-06_2012.jpg,722091,2012,0.0,3.8978632357571374,
Jordan Tripp,51/42528451_1991-04-03_2014.jpg,727291,2014,1.0,2.406079237892435,
Rostyslav Hertsyk,92/42529392_1989-07-05_2014.jpg,726654,2014,1.0,3.4977879707305326,
Jodi Leigh Miller,79/4252979_1972-11-08_2005.jpg,720571,2005,0.0,1.3228729767482554,
Simone Lang,72/42529872_1971-04-30_1992.jpg,720013,1992,0.0,1.9962364512413555,
Igor Girkin,60/42531460_1970-12-17_2015.jpg,719879,2015,1.0,4.729433842850231,
Stephanie Hirst,33/4253233_1975-07-31_2010.jpg,721566,2010,0.0,2.397075862081427,
Andrew Whing,33/4253433_1984-09-20_2014.jpg,724905,2014,1.0,1.6761831932200533,1.0327545470372335
Peder Lamm,05/42537705_1970-12-04_2008.jpg,719866,2008,1.0,4.220744951936309,
Wojciech Leśnikowski,96/42538996_1938-05-09_2013.jpg,707969,2013,1.0,2.234731969321839,
Ingvar Oldsberg,05/42539205_1945-03-31_2014.jpg,710487,2014,1.0,1.4302823146722412,
Dalbir Singh,49/42539249_1954-12-28_2014.jpg,714046,2014,1.0,3.282396440455415,
Kathleen Madigan,15/4254015_1965-09-30_2008.jpg,717975,2008,0.0,3.3959983416772275,
András Rédli,31/42540331_1983-11-05_2013.jpg,724585,2013,1.0,3.987312302174266,0.8075374128238376
Alin Badea,84/42541084_1988-06-01_2013.jpg,726255,2013,1.0,3.073206978918717,
Wallace Fortuna dos Santos,59/42541859_1994-10-14_2014.jpg,728581,2014,1.0,2.4295331268625047,
Mimi Kok,00/42542100_1934-01-25_1958.jpg,706404,1958,0.0,1.5094843409272838,1.230793327731415
Jori Chisholm,03/4254303_1975-09-23_2006.jpg,721620,2006,1.0,2.3021996453500813,
Carlos Dews,41/42543141_1963-09-26_2010.jpg,717240,2010,1.0,2.9487777271169446,
Carol Hughes,29/42545729_1910-01-17_1940.jpg,697630,1940,0.0,5.3749821063582015,
Anatoly Sukhorukov,88/42546388_1935-11-29_2010.jpg,707077,2010,1.0,3.742299654197741,
Ebru Aydın,59/42548859_1992-01-29_2013.jpg,727592,2013,0.0,1.9709674959560508,
Elhaida Dani,33/42551933_1993-02-17_2015.jpg,727977,2015,0.0,2.2371724966447823,
Josh Green,51/4255251_1977-11-16_2012.jpg,722405,2012,1.0,1.5036505292000368,
Sam Sallon,19/42555819_1980-01-06_2012.jpg,723186,2012,1.0,1.063953694600844,
Sandra Roelofs,61/425561_1968-12-23_2007.jpg,719155,2007,0.0,2.958151163366089,
Hope Lange,74/425574_1933-11-28_1968.jpg,706346,1968,0.0,3.5446222824039633,
The Real Richie Rich,68/42558368_1964-06-13_2012.jpg,717501,2012,1.0,1.7133096152279077,
Nicolás Jarry,79/42561079_1995-10-11_2015.jpg,728943,2015,1.0,2.429627422183782,
Kevin Kuske,42/4256242_1979-01-04_2014.jpg,722819,2014,1.0,4.4064201854966925,
Martin Putze,60/4256260_1985-01-14_2010.jpg,725021,2010,1.0,4.474999393419583,
Nikoloz Basilashvili,84/42564284_1992-02-23_2015.jpg,727617,2015,1.0,4.006278436112837,
Alexandr Zubkov,72/4256472_1974-08-10_2014.jpg,721211,2014,1.0,2.0655766206329664,
Alexey Voyevoda,82/4256482_1980-05-09_2014.jpg,723310,2014,1.0,4.173310412095832,3.7763136112362345
Tatjana Hüfner,62/4256662_1983-04-30_2010.jpg,724396,2010,0.0,1.5669260733119634,
Jason Reece,76/425676_1971-07-13_2013.jpg,720087,2013,1.0,2.514531253005439,
Amr Zaki,47/4256847_1983-04-01_2009.jpg,724367,2009,1.0,3.8712824850185026,
Jason Arnott,42/425742_1974-10-11_2012.jpg,721273,2012,1.0,1.6813136746250388,
Damien Nazon,19/42575419_1974-06-26_1997.jpg,721166,1997,1.0,1.927107025714828,
Danijel Miškić,67/42576767_1993-10-11_2012.jpg,728213,2012,1.0,2.120025186659294,
Han Xue,70/42579570_1983-01-11_2012.jpg,724287,2012,0.0,4.3122559599213375,
Yael Stone,31/42580531_1985-03-06_2014.jpg,725072,2014,0.0,5.203830097446848,
Myolie Wu,05/4258105_1979-11-06_2007.jpg,723125,2007,0.0,3.411776879349617,
Alando Tucker,22/4258122_1984-02-11_2009.jpg,724683,2009,1.0,2.0793828876540683,
Aaron Sterling,28/42583728_1980-07-09_2013.jpg,723371,2013,1.0,3.4134108042252973,
Stephen Sutton,83/42584283_1994-12-16_2014.jpg,728644,2014,1.0,3.9939022890195126,
Federica Felini,39/42584739_1983-04-13_2007.jpg,724379,2007,0.0,4.635585821063503,
Beatrice Bocci,10/42584810_1970-04-08_2008.jpg,719626,2008,0.0,3.8672441775862803,
Rossella Brescia,04/42584904_1971-08-20_2012.jpg,720125,2012,0.0,3.6554327628739016,
Justin Chart,95/42585195_1960-02-06_2013.jpg,715912,2013,1.0,3.411440524075898,
Daniele Battaglia,07/42585207_1981-07-21_2008.jpg,723748,2008,,3.9013394131214993,
David Ciardi,68/42585568_1969-07-17_2009.jpg,719361,2009,1.0,2.640947372684764,
Norman Powell,89/42588189_1993-05-25_2015.jpg,728074,2015,1.0,2.7301144892889027,2.6556705145534827
Maciek Pysz,08/42590608_1982-09-06_2014.jpg,724160,2014,1.0,1.9950208624141879,
Christian Salem,10/42591010_1995-07-15_2015.jpg,728855,2015,1.0,5.199215847296397,
Ellar Coltrane,65/42593465_1994-08-27_2015.jpg,728533,2015,1.0,4.791229498694135,
Chen Shu,91/42596391_1977-03-09_2009.jpg,722153,2009,0.0,4.86494188964494,
Anine Kruse,29/42597829_1977-11-01_2014.jpg,722390,2014,0.0,2.1732122037389954,
Bernie Mac,38/525038_1957-10-05_2008.jpg,715058,2008,1.0,3.163153243574915,
Conor Oberst,75/525075_1980-02-15_2009.jpg,723226,2009,1.0,2.4070758027712897,
Josh Johnson,31/5251031_1984-01-31_2013.jpg,724672,2013,1.0,1.013810062598135,
Robert Ettinger,14/525114_1918-12-04_1940.jpg,700873,1940,1.0,2.5266937437944033,
Chris Richard,51/5251651_1974-06-07_2010.jpg,721147,2010,1.0,2.0049405246197782,
Ulrike Meinhof,17/52517_1934-10-07_1964.jpg,706659,1964,0.0,1.7041296132520334,
Robert Smigel,50/525250_1960-02-07_2008.jpg,715913,2008,1.0,2.3282286095034816,
Megan Oster,12/5252912_1989-07-14_2006.jpg,726663,2006,0.0,2.7538364202680197,
Tim McGraw,36/525336_1967-05-01_2003.jpg,718553,2003,1.0,2.473651438630638,
Rayna Gellert,23/5254423_1975-12-15_2007.jpg,721703,2007,0.0,2.7815405942350653,
John Tavares,78/5255978_1990-09-20_2013.jpg,727096,2013,1.0,1.821109326679368,
Ronnie Coleman,50/525650_1964-05-13_2009.jpg,717470,2009,1.0,0.8650816928044774,
Panakkad Shihab Thangal,21/5256721_1936-05-04_2008.jpg,707234,2008,1.0,3.5825417780496536,0.8697688012567113
Kevin Garnett,55/525755_1976-05-19_2008.jpg,721859,2008,1.0,1.9940478104141426,
Jenna Presley,31/5257631_1987-04-01_2010.jpg,725828,2010,0.0,5.053772656561823,
Meša Selimović,86/525886_1910-04-26_2010.jpg,697729,2010,1.0,1.899511547413905,
Antanas Mockus,01/525901_1952-03-25_2008.jpg,713038,2008,1.0,0.8125149362263007,
Sergio Batista,60/5259560_1962-11-09_2011.jpg,716919,2011,1.0,4.595394370744858,
William Badders,50/6250550_1901-09-15_1940.jpg,694584,1940,1.0,3.3575464846967686,
Blake Dunlop,91/6251091_1953-04-18_1981.jpg,713427,1981,1.0,3.6981326774774907,
Robert Forster,98/6252998_1957-06-29_2012.jpg,714960,2012,1.0,3.5466670059873304,
Robbie Keane,71/625371_1980-07-08_2013.jpg,723370,2013,1.0,3.905586288512515,
Dizzy Reed,93/625393_1963-06-18_2006.jpg,717140,2006,1.0,2.208881099555336,
Matt Sorum,06/625406_1960-11-19_2012.jpg,716199,2012,1.0,2.9981227953953486,
Magglio Ordóñez,93/625493_1974-01-28_2008.jpg,721017,2008,1.0,1.9243094534020826,
Doug Fieger,09/6255309_1952-08-20_2005.jpg,713186,2005,1.0,3.7080003961424435,
Gary LeVox,26/6255326_1970-07-10_2012.jpg,719719,2012,1.0,5.331494461499418,
Michel Drucker,63/625563_1942-09-12_2011.jpg,709556,2011,1.0,1.734143845950963,
Sophia Santi,89/6256289_1981-12-06_2012.jpg,723886,2012,0.0,2.5966458034948543,
Hamish McIntosh,98/6256698_1984-09-04_2006.jpg,724889,2006,1.0,2.336082898152823,
Iva Zanicchi,38/6256938_1940-01-18_1972.jpg,708588,1972,0.0,3.7689265163203327,
Björn Schlicke,26/6257326_1981-06-23_2012.jpg,723720,2012,1.0,4.039636701012117,
Sven Beuckert,53/6257453_1973-12-12_2013.jpg,720970,2013,1.0,3.787824077357041,
Dave Brammer,02/6257702_1975-02-28_2013.jpg,721413,2013,1.0,3.3071089294964855,
Chris Urbanowicz,85/6258085_1981-06-22_2006.jpg,723719,2006,1.0,2.5524366956755946,
Vasili Berezutski,82/6258482_1982-06-20_2014.jpg,724082,2014,1.0,4.024732851627012,
Alan Fletcher,37/625937_1957-03-30_2008.jpg,714869,2008,1.0,2.700280112395084,
Len Cariou,51/625951_1939-09-30_2014.jpg,708478,2014,1.0,3.749252395672911,
Dick Oatts,31/7250331_1953-04-02_2012.jpg,713411,2012,1.0,0.9022357192737661,
Mireille Enos,86/7250886_1975-09-22_2012.jpg,721619,2012,0.0,4.5130352028914835,
Seth Shostak,90/725090_1943-07-20_2011.jpg,709867,2011,1.0,3.9561695995827812,
Rachid Bouchareb,52/7251852_1953-09-01_2011.jpg,713563,2011,1.0,4.02873464250878,
Christie Blatchford,18/725318_1951-05-20_2008.jpg,712728,2008,0.0,3.32471671209683,
Christophe Revault,20/7253320_1972-03-22_2015.jpg,720340,2015,1.0,2.5141681941906224,
Stephen Moyer,61/7254161_1969-10-11_2013.jpg,719447,2013,1.0,4.652611647415858,
Geremi González,52/725452_1975-01-08_2007.jpg,721362,2007,1.0,4.748775045458272,
Uli Stielike,07/7255707_1954-11-15_2012.jpg,714003,2012,1.0,1.3168298542805048,
Lonnie Johnson,71/725671_1899-02-08_1941.jpg,693635,1941,1.0,4.258173256998083,
Mika,28/7258728_1983-08-18_2014.jpg,724506,2014,1.0,3.8479653157905758,
Carla Thomas,87/725887_1942-12-21_1960.jpg,709656,1960,0.0,4.393364364456874,
Ulrich de Maizière,02/7258902_1912-02-24_1969.jpg,698398,1969,1.0,3.8797302551427038,
Eugène Ionesco,90/72590_1909-11-26_1993.jpg,697578,1993,1.0,3.3994967171807526,
John Jorgenson,15/8250615_1956-07-06_2009.jpg,714602,2009,1.0,2.3682952999876687,
Sherman Alexie,78/825178_1966-10-07_2008.jpg,718347,2008,1.0,3.4543089186552414,
Michele Padovano,47/8252147_1966-08-28_2008.jpg,718307,2008,1.0,2.7323983476916283,
Rodolfo P. Hernández,40/8252640_1931-04-14_2009.jpg,705387,2009,1.0,3.073723274637014,1.850699686789352
DeWayne Walker,44/8254144_1960-12-03_2008.jpg,716213,2008,1.0,1.076559138939841,
Pat Sajak,28/825428_1946-10-26_2011.jpg,711061,2011,1.0,2.290230852216559,
Keith Elias,82/8254982_1972-02-03_2008.jpg,720292,2008,1.0,4.487931714616906,
Ellery Schempp,63/825663_1940-08-05_2012.jpg,708788,2012,1.0,4.45243390850349,
Ryan Callahan,98/8256898_1985-03-21_2014.jpg,725087,2014,1.0,1.4265150687571175,
Pedro Infante,89/8258689_1917-11-18_1949.jpg,700492,1949,1.0,1.3134699189919703,
Hunter Tylo,69/825869_1962-07-03_2012.jpg,716790,2012,0.0,4.16092981241772,
Jack Benny,87/82587_1894-02-14_1964.jpg,691815,1964,1.0,4.398146721258951,
Jami Gertz,83/825883_1965-10-28_2008.jpg,718003,2008,0.0,4.351961098855594,
Christopher Boykin,46/8259246_1972-01-13_2010.jpg,720271,2010,1.0,3.4287373450404326,
Jonathan Safran Foer,35/925035_1977-02-21_2008.jpg,722137,2008,1.0,3.2901301042352937,
Karoline Herfurth,07/9251507_1984-05-22_2012.jpg,724784,2012,0.0,2.962463008206751,
Wesley So,59/9251659_1993-10-09_2015.jpg,728211,2015,1.0,5.323375507065088,
Måns Zelmerlöw,74/9252174_1986-06-13_2015.jpg,725536,2015,1.0,4.407186520092067,
Elin Lanto,62/9252362_1984-07-22_2008.jpg,724845,2008,0.0,3.2995298099112835,
Sebastian Karlsson,23/9252423_1985-01-02_2007.jpg,725009,2007,1.0,4.64395696109918,
Anne-Lie Rydé,44/9252644_1956-10-17_2010.jpg,714705,2010,0.0,2.0631366609188833,
Claude Lelouch,69/925369_1937-10-30_2012.jpg,707778,2012,1.0,3.609223284378533,
Tyler Hansbrough,94/925494_1985-11-03_2008.jpg,725314,2008,1.0,4.174868264334902,
Pastor Maldonado,65/9255765_1985-03-09_2015.jpg,725075,2015,1.0,2.7329041019604214,
Juan Manuel Gárate,25/9256025_1976-04-24_2011.jpg,721834,2011,1.0,3.468310071536102,
Joe King,04/9256404_1980-05-25_2013.jpg,723326,2013,1.0,2.86833091325698,
Marc Karam,29/9256529_1980-08-28_2007.jpg,723421,2007,1.0,4.199194795554498,
Lisa Wilkinson,79/9256979_1959-12-19_2013.jpg,715863,2013,0.0,4.677801803989908,
James Gandolfini,01/9257001_1961-09-18_2011.jpg,716502,2011,1.0,3.692967513748533,
Denys Sylantyev,09/925909_1976-10-03_2010.jpg,721996,2010,1.0,3.807814856488775,
Benoît Delépine,87/9259387_1958-08-30_2010.jpg,715387,2010,1.0,3.667840260005786,
Dick Flanagan,93/13500193_1927-10-31_1955.jpg,704126,1955,1.0,2.0567042158505404,
Harry Byrd,82/1350082_1925-02-03_1953.jpg,703126,1953,1.0,4.393735460932218,
Sean O'Haire,20/1350220_1971-02-25_2003.jpg,719949,2003,1.0,2.0459092022627074,
Zig Ziglar,85/1350285_1926-11-06_2009.jpg,703767,2009,1.0,3.3737333583809517,
Al Harrington,95/1350295_1980-02-17_2011.jpg,723228,2011,1.0,3.319430461039648,
India de Beaufort,87/13503487_1987-06-27_2012.jpg,725915,2012,0.0,1.536700520051215,
